,number,timestamp,gas_used,gas_limit
40162,14690677,2022-05-01 07:31:09,12698381,29970676
40163,14690678,2022-05-01 07:31:17,29994598,29999943
40164,14690679,2022-05-01 07:31:41,5600507,30000000
40165,14690680,2022-05-01 07:31:46,2921900,30000000
40166,14690681,2022-05-01 07:31:50,14978313,30000000
40167,14690682,2022-05-01 07:31:57,19462927,30029295
40168,14690683,2022-05-01 07:32:17,0,30058619
40169,14690684,2022-05-01 07:32:18,6263793,30029266
40170,14690685,2022-05-01 07:32:21,24333597,30000000
40171,14690686,2022-05-01 07:32:28,7269354,30029295
40172,14690687,2022-05-01 07:32:31,9640698,29999971
40173,14690688,2022-05-01 07:32:39,2742449,30000000
40174,14690689,2022-05-01 07:32:42,29989024,30000000
40175,14690690,2022-05-01 07:32:52,29984172,30000000
40176,14690691,2022-05-01 07:32:59,30008659,30029295
40177,14690692,2022-05-01 07:33:22,29979492,30000000
40178,14690693,2022-05-01 07:34:04,0,29970705
40179,14690694,2022-05-01 07:34:06,26272197,29999972
40180,14690695,2022-05-01 07:34:16,4526153,30029267
40181,14690696,2022-05-01 07:34:18,14806389,30058591
40182,14690697,2022-05-01 07:34:30,6834186,30087944
40183,14690698,2022-05-01 07:34:34,30096453,30117325
40184,14690699,2022-05-01 07:35:01,7927788,30087915
40185,14690700,2022-05-01 07:35:08,2319156,30058534
40186,14690701,2022-05-01 07:35:10,13684856,30029181
40187,14690702,2022-05-01 07:35:18,16249431,29999857
40188,14690703,2022-05-01 07:35:31,7317675,30000000
40189,14690704,2022-05-01 07:35:35,20396363,30029295
40190,14690705,2022-05-01 07:35:50,3504687,30000000
40191,14690706,2022-05-01 07:36:02,30013457,30029295
40192,14690707,2022-05-01 07:36:56,30055158,30058619
40193,14690708,2022-05-01 07:37:02,30023930,30029266
40194,14690709,2022-05-01 07:37:21,0,29999942
40195,14690710,2022-05-01 07:37:22,30026464,30029237
40196,14690711,2022-05-01 07:37:50,25325908,30000000
40197,14690712,2022-05-01 07:38:14,17459649,30029295
40198,14690713,2022-05-01 07:38:31,4247109,30000000
40199,14690714,2022-05-01 07:38:36,3826700,30000000
40200,14690715,2022-05-01 07:38:38,5100498,30000000
40201,14690716,2022-05-01 07:38:41,0,29970705
40202,14690717,2022-05-01 07:38:56,29984850,29999972
40203,14690718,2022-05-01 07:39:08,12429135,30000000
40204,14690719,2022-05-01 07:39:15,7879481,30000000
40205,14690720,2022-05-01 07:39:28,18961674,30029295
40206,14690721,2022-05-01 07:39:29,29996512,30000000
40207,14690722,2022-05-01 07:40:04,5256588,30000000
40208,14690723,2022-05-01 07:40:05,0,30000000
40209,14690724,2022-05-01 07:40:06,25767751,30000000
40210,14690725,2022-05-01 07:40:22,3516088,29970705
40211,14690726,2022-05-01 07:40:24,29987855,29999972
40212,14690727,2022-05-01 07:41:20,29997419,30000000
40213,14690728,2022-05-01 07:41:22,29954719,29970705
40214,14690729,2022-05-01 07:42:18,11849289,29999972
40215,14690730,2022-05-01 07:42:32,29993526,30000000
40216,14690731,2022-05-01 07:43:10,22227607,30000000
40217,14690732,2022-05-01 07:43:28,6424689,30029295
40218,14690733,2022-05-01 07:43:46,12926422,29999971
40219,14690734,2022-05-01 07:43:50,7972877,29970676
40220,14690735,2022-05-01 07:43:56,5028655,29999943
40221,14690736,2022-05-01 07:43:59,14736296,30000000
40222,14690737,2022-05-01 07:44:08,11430065,30029295
40223,14690738,2022-05-01 07:44:22,24664733,30000000
40224,14690739,2022-05-01 07:44:44,25955263,30029295
40225,14690740,2022-05-01 07:45:08,11034258,30000000
40226,14690741,2022-05-01 07:45:14,20532864,29970705
40227,14690742,2022-05-01 07:45:40,15725914,29999972
40228,14690743,2022-05-01 07:45:56,2231103,30000000
40229,14690744,2022-05-01 07:46:49,29950021,29970705
40230,14690745,2022-05-01 07:46:52,9826460,29999972
40231,14690746,2022-05-01 07:47:18,29993702,30000000
40232,14690747,2022-05-01 07:47:36,18556247,30029295
40233,14690748,2022-05-01 07:47:57,28150579,30000000
40234,14690749,2022-05-01 07:48:34,11712964,30029295
40235,14690750,2022-05-01 07:48:38,8271261,30000000
40236,14690751,2022-05-01 07:49:15,29956691,30000000
40237,14690752,2022-05-01 07:49:27,0,30000000
40238,14690753,2022-05-01 07:49:29,15785088,30000000
40239,14690754,2022-05-01 07:49:40,5250373,30029295
40240,14690755,2022-05-01 07:49:44,6705354,30058619
40241,14690756,2022-05-01 07:49:49,8775372,30087972
40242,14690757,2022-05-01 07:49:59,9042946,30058591
40243,14690758,2022-05-01 07:50:10,10837268,30029238
40244,14690759,2022-05-01 07:50:16,8614291,30000000
40245,14690760,2022-05-01 07:50:24,11823358,30000000
40246,14690761,2022-05-01 07:50:32,5383339,30000000
40247,14690762,2022-05-01 07:50:35,9814947,29970705
40248,14690763,2022-05-01 07:50:38,28418380,29999972
40249,14690764,2022-05-01 07:50:55,5694041,30000000
40250,14690765,2022-05-01 07:51:02,10699057,30000000
40251,14690766,2022-05-01 07:51:04,3665500,30000000
40252,14690767,2022-05-01 07:51:10,29981421,30000000
40253,14690768,2022-05-01 07:51:32,29991142,30000000
40254,14690769,2022-05-01 07:51:58,0,30000000
40255,14690770,2022-05-01 07:51:59,30021261,30029295
40256,14690771,2022-05-01 07:52:26,30051251,30058619
40257,14690772,2022-05-01 07:52:31,9577521,30029266
40258,14690773,2022-05-01 07:52:43,29989951,30000000
40259,14690774,2022-05-01 07:53:09,30027717,30029295
40260,14690775,2022-05-01 07:53:55,17023604,30000000
40261,14690776,2022-05-01 07:54:22,9019551,30029295
40262,14690777,2022-05-01 07:54:34,22637405,29999971
40263,14690778,2022-05-01 07:54:36,5749810,30029266
40264,14690779,2022-05-01 07:54:40,9502702,30000000
40265,14690780,2022-05-01 07:54:51,13682355,30000000
40266,14690781,2022-05-01 07:55:07,29983434,30000000
40267,14690782,2022-05-01 07:56:06,14004436,29970705
40268,14690783,2022-05-01 07:56:10,29980204,29999972
40269,14690784,2022-05-01 07:57:10,25791478,30000000
40270,14690785,2022-05-01 07:57:18,16113825,29970705
40271,14690786,2022-05-01 07:57:36,29705183,29999972
40272,14690787,2022-05-01 07:58:28,3133757,30000000
40273,14690788,2022-05-01 07:58:34,5368980,30000000
40274,14690789,2022-05-01 07:58:41,10355008,30029295
40275,14690790,2022-05-01 07:58:53,5426582,29999971
40276,14690791,2022-05-01 07:59:04,6845959,29970676
40277,14690792,2022-05-01 07:59:09,23729728,29999943
40278,14690793,2022-05-01 07:59:36,2604201,30000000
40279,14690794,2022-05-01 07:59:39,8727258,30000000
40280,14690795,2022-05-01 07:59:43,10851815,30000000
40281,14690796,2022-05-01 07:59:44,168000,29970705
40282,14690797,2022-05-01 07:59:47,12586965,29999972
40283,14690798,2022-05-01 07:59:49,9381422,29970677
40284,14690799,2022-05-01 07:59:59,29933214,29941410
40285,14690800,2022-05-01 08:00:33,29959310,29970648
40286,14690801,2022-05-01 08:00:40,5584266,29999915
40287,14690802,2022-05-01 08:00:55,26252948,30000000
40288,14690803,2022-05-01 08:01:05,24126214,29970705
40289,14690804,2022-05-01 08:01:33,13151100,29999972
40290,14690805,2022-05-01 08:01:45,6394988,30000000
40291,14690806,2022-05-01 08:01:55,0,29970705
40292,14690807,2022-05-01 08:01:56,15310274,29999972
40293,14690808,2022-05-01 08:02:01,29979737,30000000
40294,14690809,2022-05-01 08:02:29,17864721,29970705
40295,14690810,2022-05-01 08:02:45,4380537,29941438
40296,14690811,2022-05-01 08:02:48,10300122,29970676
40297,14690812,2022-05-01 08:02:59,9973277,29999943
40298,14690813,2022-05-01 08:03:11,17210638,30029238
40299,14690814,2022-05-01 08:03:17,7735043,30000000
40400,14690815,2022-05-01 08:03:27,17666546,30000000
40401,14690816,2022-05-01 08:03:40,29957991,29970705
40402,14690817,2022-05-01 08:04:09,0,29941438
40403,14690818,2022-05-01 08:04:11,16754460,29970676
40404,14690819,2022-05-01 08:04:25,4372831,29999943
40405,14690820,2022-05-01 08:04:31,29987991,30000000
40406,14690821,2022-05-01 08:04:34,29981316,30000000
40407,14690822,2022-05-01 08:05:18,6754928,30000000
40408,14690823,2022-05-01 08:05:24,15899037,30000000
40409,14690824,2022-05-01 08:05:29,29998901,30000000
40410,14690825,2022-05-01 08:07:03,29999315,30000000
40411,14690826,2022-05-01 08:07:14,7624300,30000000
40412,14690827,2022-05-01 08:07:41,29994126,30000000
40413,14690828,2022-05-01 08:07:53,16595307,29970705
40414,14690829,2022-05-01 08:08:07,10618459,29999972
40415,14690830,2022-05-01 08:08:26,3018573,30000000
40416,14690831,2022-05-01 08:08:28,25435251,30029295
40417,14690832,2022-05-01 08:08:51,4769629,30000000
40418,14690833,2022-05-01 08:08:54,10691796,30000000
40419,14690834,2022-05-01 08:09:02,13786541,30000000
40420,14690835,2022-05-01 08:09:21,15702119,30000000
40421,14690836,2022-05-01 08:09:35,1521873,30000000
40422,14690837,2022-05-01 08:09:39,10774204,30000000
40423,14690838,2022-05-01 08:09:44,15645546,29970705
40424,14690839,2022-05-01 08:10:04,29990666,29999972
40425,14690840,2022-05-01 08:10:42,18512549,29970677
40426,14690841,2022-05-01 08:10:44,17373017,29999944
40427,14690842,2022-05-01 08:11:08,6106493,30029239
40428,14690843,2022-05-01 08:11:13,2363731,29999915
40429,14690844,2022-05-01 08:11:15,22557218,30000000
40430,14690845,2022-05-01 08:11:36,8610454,30029295
40431,14690846,2022-05-01 08:11:41,25724791,30000000
40432,14690847,2022-05-01 08:11:57,18736091,29970705
40433,14690848,2022-05-01 08:12:11,19945464,29999972
40434,14690849,2022-05-01 08:12:21,4784489,29970677
40435,14690850,2022-05-01 08:12:28,7972516,29999944
40436,14690851,2022-05-01 08:12:31,3885703,30000000
40437,14690852,2022-05-01 08:12:33,29996978,30000000
40438,14690853,2022-05-01 08:13:02,30012724,30029295
40439,14690854,2022-05-01 08:13:52,0,30058619
40440,14690855,2022-05-01 08:13:53,30020295,30029266
40441,14690856,2022-05-01 08:14:10,19988257,29999942
40442,14690857,2022-05-01 08:14:14,7784531,29970647
40443,14690858,2022-05-01 08:14:16,29993731,29999914
40444,14690859,2022-05-01 08:15:58,30019003,30029209
40445,14690860,2022-05-01 08:16:29,29983030,30000000
40446,14690861,2022-05-01 08:17:46,9249527,30000000
40447,14690862,2022-05-01 08:17:56,29997078,30000000
40448,14690863,2022-05-01 08:18:17,9894192,29970705
40449,14690864,2022-05-01 08:18:24,5313401,29999972
40450,14690865,2022-05-01 08:18:31,19084971,30000000
40451,14690866,2022-05-01 08:18:48,8546074,29970705
40452,14690867,2022-05-01 08:18:54,3036014,29999972
40453,14690868,2022-05-01 08:18:57,19560300,30029267
40454,14690869,2022-05-01 08:19:02,4661140,30058591
40455,14690870,2022-05-01 08:19:12,30019242,30029238
40456,14690871,2022-05-01 08:20:15,29360683,30000000
40457,14690872,2022-05-01 08:20:18,11829912,30000000
40458,14690873,2022-05-01 08:20:38,8317653,29970705
40459,14690874,2022-05-01 08:20:50,1344807,29941438
40460,14690875,2022-05-01 08:20:54,3510158,29912200
40461,14690876,2022-05-01 08:21:42,29926751,29941410
40462,14690877,2022-05-01 08:22:13,29955669,29970648
40463,14690878,2022-05-01 08:22:54,21710598,29941381
40464,14690879,2022-05-01 08:23:02,9834007,29912143
40465,14690880,2022-05-01 08:23:22,11521513,29941353
40466,14690881,2022-05-01 08:23:40,14094720,29970591
40467,14690882,2022-05-01 08:23:41,9751762,29941324
40468,14690883,2022-05-01 08:23:57,4259931,29912086
40469,14690884,2022-05-01 08:24:03,8209386,29941296
40470,14690885,2022-05-01 08:24:04,29963300,29970534
40471,14690886,2022-05-01 08:24:12,9710692,29999801
40472,14690887,2022-05-01 08:24:22,13588072,30000000
40473,14690888,2022-05-01 08:24:41,2437170,29970705
40474,14690889,2022-05-01 08:24:49,29925866,29941438
40475,14690890,2022-05-01 08:25:14,29955741,29970676
40476,14690891,2022-05-01 08:26:01,23910548,29999943
40477,14690892,2022-05-01 08:26:30,8798687,30029238
40478,14690893,2022-05-01 08:26:45,18499064,30058562
40479,14690894,2022-05-01 08:27:26,22375619,30029209
40480,14690895,2022-05-01 08:27:41,3295738,30000000
40481,14690896,2022-05-01 08:27:44,17263986,29970705
40482,14690897,2022-05-01 08:28:10,9979002,29999972
40483,14690898,2022-05-01 08:28:23,7187390,30000000
40484,14690899,2022-05-01 08:28:28,4750444,30000000
40485,14690900,2022-05-01 08:28:31,29979851,30000000
40486,14690901,2022-05-01 08:29:15,15179867,30029295
40487,14690902,2022-05-01 08:29:19,9332176,30058619
40488,14690903,2022-05-01 08:29:29,30027026,30029266
40489,14690904,2022-05-01 08:30:03,4867576,30058590
40490,14690905,2022-05-01 08:30:06,10761496,30029237
40491,14690906,2022-05-01 08:30:15,10850233,30058561
40492,14690907,2022-05-01 08:30:20,30070035,30087914
40493,14690908,2022-05-01 08:30:28,5846106,30058533
40494,14690909,2022-05-01 08:30:32,15077259,30029180
40495,14690910,2022-05-01 08:30:46,29986089,30000000
40496,14690911,2022-05-01 08:31:34,17463191,30000000
40497,14690912,2022-05-01 08:31:55,0,30029295
40498,14690913,2022-05-01 08:31:57,6718180,29999971
40499,14690914,2022-05-01 08:32:07,19018669,30000000
40300,14690915,2022-05-01 08:32:15,4702259,30000000
40301,14690916,2022-05-01 08:32:19,15919763,30029295
40302,14690917,2022-05-01 08:32:27,10745080,30000000
40303,14690918,2022-05-01 08:32:36,9854334,29970705
40304,14690919,2022-05-01 08:32:37,5161620,29941438
40305,14690920,2022-05-01 08:32:41,9307730,29970676
40306,14690921,2022-05-01 08:32:42,12206275,29999943
40307,14690922,2022-05-01 08:32:46,18299003,30000000
40308,14690923,2022-05-01 08:33:01,11665162,30000000
40309,14690924,2022-05-01 08:33:20,30022835,30029295
40310,14690925,2022-05-01 08:33:32,12199817,30000000
40311,14690926,2022-05-01 08:33:47,25725240,30000000
40312,14690927,2022-05-01 08:34:10,6538228,30000000
40313,14690928,2022-05-01 08:34:16,8765578,30029295
40314,14690929,2022-05-01 08:34:21,3229080,30000000
40315,14690930,2022-05-01 08:34:25,24629803,29970705
40316,14690931,2022-05-01 08:34:37,8204613,29941438
40317,14690932,2022-05-01 08:34:40,0,29970676
40318,14690933,2022-05-01 08:34:41,10568669,29941409
40319,14690934,2022-05-01 08:34:47,14809221,29970647
40320,14690935,2022-05-01 08:34:48,19765539,29999914
40321,14690936,2022-05-01 08:34:51,30015665,30029209
40322,14690937,2022-05-01 08:35:45,29980046,30000000
40323,14690938,2022-05-01 08:35:47,7793973,30000000
40324,14690939,2022-05-01 08:35:50,22626810,30029295
40325,14690940,2022-05-01 08:35:53,1058754,29999971
40326,14690941,2022-05-01 08:35:54,7163627,30029266
40327,14690942,2022-05-01 08:36:01,6490642,29999942
40328,14690943,2022-05-01 08:36:06,17897976,30029237
40329,14690944,2022-05-01 08:36:10,0,30058561
40330,14690945,2022-05-01 08:36:11,8353839,30087914
40331,14690946,2022-05-01 08:36:19,30101121,30117295
40332,14690947,2022-05-01 08:36:25,30136442,30146705
40333,14690948,2022-05-01 08:36:42,10957229,30117266
40334,14690949,2022-05-01 08:37:05,30130292,30146676
40335,14690950,2022-05-01 08:37:18,25272758,30117237
40336,14690951,2022-05-01 08:38:13,30134079,30146647
40337,14690952,2022-05-01 08:38:56,30163505,30176086
40338,14690953,2022-05-01 08:39:22,5524547,30146619
40339,14690954,2022-05-01 08:39:23,609346,30117180
40340,14690955,2022-05-01 08:39:32,30079930,30087770
40341,14690956,2022-05-01 08:39:35,8589604,30058389
40342,14690957,2022-05-01 08:39:43,5283530,30087741
40343,14690958,2022-05-01 08:39:50,23050051,30058360
40344,14690959,2022-05-01 08:40:01,22423826,30029008
40345,14690960,2022-05-01 08:40:19,11356980,30058332
40346,14690961,2022-05-01 08:40:30,4308045,30087684
40347,14690962,2022-05-01 08:40:35,6381752,30058303
40348,14690963,2022-05-01 08:40:43,30027721,30028951
40349,14690964,2022-05-01 08:41:34,29996978,30000000
40350,14690965,2022-05-01 08:41:58,24936226,30000000
40351,14690966,2022-05-01 08:42:22,8303170,30000000
40352,14690967,2022-05-01 08:42:28,9072980,30000000
40353,14690968,2022-05-01 08:42:37,13962971,30029295
40354,14690969,2022-05-01 08:42:43,9314921,29999971
40355,14690970,2022-05-01 08:42:51,5706929,30029266
40356,14690971,2022-05-01 08:42:53,13499765,30000000
40357,14690972,2022-05-01 08:43:04,7759121,29970705
40358,14690973,2022-05-01 08:43:10,15751036,29999972
40359,14690974,2022-05-01 08:43:15,0,30029267
40360,14690975,2022-05-01 08:43:16,26061571,30058591
40361,14690976,2022-05-01 08:43:25,2192910,30029238
40362,14690977,2022-05-01 08:43:26,12639208,30000000
40363,14690978,2022-05-01 08:43:59,1250763,30000000
40364,14690979,2022-05-01 08:44:00,30013300,30029295
40365,14690980,2022-05-01 08:44:02,16753424,30000000
40366,14690981,2022-05-01 08:44:06,4132528,30000000
40367,14690982,2022-05-01 08:44:15,13746187,30000000
40368,14690983,2022-05-01 08:44:18,30018541,30029295
40369,14690984,2022-05-01 08:44:30,29061904,30000000
40370,14690985,2022-05-01 08:44:50,16314008,29970705
40371,14690986,2022-05-01 08:45:06,8408381,29999972
40372,14690987,2022-05-01 08:45:10,26929336,30000000
40373,14690988,2022-05-01 08:45:35,12136355,30000000
40374,14690989,2022-05-01 08:45:50,8953384,30000000
40375,14690990,2022-05-01 08:45:56,29968891,29970705
40376,14690991,2022-05-01 08:46:39,24575761,29999972
40377,14690992,2022-05-01 08:46:43,10633859,30000000
40378,14690993,2022-05-01 08:46:52,1870319,30000000
40379,14690994,2022-05-01 08:46:56,4019860,29970705
40380,14690995,2022-05-01 08:46:58,13862609,29999972
40381,14690996,2022-05-01 08:47:17,25442628,29970677
40382,14690997,2022-05-01 08:47:30,6902464,29999944
40383,14690998,2022-05-01 08:47:36,4988346,30000000
40384,14690999,2022-05-01 08:47:41,14602957,30029295
40385,14691000,2022-05-01 08:47:52,2261072,30000000
40386,14691001,2022-05-01 08:47:54,30024593,30029295
40387,14691002,2022-05-01 08:48:10,22227815,30000000
40388,14691003,2022-05-01 08:48:32,29992765,30000000
40389,14691004,2022-05-01 08:48:57,21684525,29970705
40390,14691005,2022-05-01 08:49:27,8091804,29941438
40391,14691006,2022-05-01 08:49:32,3360000,29970676
40392,14691007,2022-05-01 08:49:40,13501354,29999943
40393,14691008,2022-05-01 08:49:43,2489962,30000000
40394,14691009,2022-05-01 08:49:56,29981928,30000000
40395,14691010,2022-05-01 08:50:31,29967003,29970705
40396,14691011,2022-05-01 08:50:59,15573575,29999972
40397,14691012,2022-05-01 08:51:04,9912080,30029267
40398,14691013,2022-05-01 08:51:08,4316574,30000000
40399,14691014,2022-05-01 08:51:13,11466523,30000000
40700,14691015,2022-05-01 08:51:21,29981536,30000000
40701,14691016,2022-05-01 08:52:17,29477445,30000000
40702,14691017,2022-05-01 08:52:22,6238872,30029295
40703,14691018,2022-05-01 08:52:27,5469379,30000000
40704,14691019,2022-05-01 08:52:36,15934241,30029295
40705,14691020,2022-05-01 08:52:54,9117480,29999971
40706,14691021,2022-05-01 08:52:57,12428018,30000000
40707,14691022,2022-05-01 08:53:06,29968530,29970705
40708,14691023,2022-05-01 08:53:48,12873709,29941438
40709,14691024,2022-05-01 08:54:17,29950290,29970676
40710,14691025,2022-05-01 08:54:36,10132202,29999943
40711,14691026,2022-05-01 08:55:10,30024604,30029238
40712,14691027,2022-05-01 08:55:29,29984369,30000000
40713,14691028,2022-05-01 08:56:00,12634664,30000000
40714,14691029,2022-05-01 08:56:05,11227408,30000000
40715,14691030,2022-05-01 08:56:10,1083206,30000000
40716,14691031,2022-05-01 08:56:14,22042852,29970705
40717,14691032,2022-05-01 08:56:36,644769,29999972
40718,14691033,2022-05-01 08:56:38,11162697,30029267
40719,14691034,2022-05-01 08:56:41,10343607,30000000
40720,14691035,2022-05-01 08:56:51,3568235,30000000
40721,14691036,2022-05-01 08:56:59,9308419,30000000
40722,14691037,2022-05-01 08:57:08,16638009,30000000
40723,14691038,2022-05-01 08:57:20,25569114,30000000
40724,14691039,2022-05-01 08:57:28,6410023,30000000
40725,14691040,2022-05-01 08:57:31,1296696,29970705
40726,14691041,2022-05-01 08:57:32,16092529,29941438
40727,14691042,2022-05-01 08:57:40,26352695,29970676
40728,14691043,2022-05-01 08:57:59,7505275,29999943
40729,14691044,2022-05-01 08:58:02,29959570,29970648
40730,14691045,2022-05-01 08:58:42,29927255,29941381
40731,14691046,2022-05-01 08:58:48,17185923,29970619
40732,14691047,2022-05-01 08:59:07,18396561,29999886
40733,14691048,2022-05-01 08:59:21,736426,30000000
40734,14691049,2022-05-01 08:59:22,20640688,30029295
40735,14691050,2022-05-01 08:59:43,1689314,30000000
40736,14691051,2022-05-01 08:59:46,8934222,30029295
40737,14691052,2022-05-01 08:59:53,25406082,30000000
40738,14691053,2022-05-01 09:00:14,4932274,30000000
40739,14691054,2022-05-01 09:00:20,30021553,30029295
40740,14691055,2022-05-01 09:00:30,12260437,30000000
40741,14691056,2022-05-01 09:00:44,29985635,30000000
40742,14691057,2022-05-01 09:01:14,21165440,29970705
40743,14691058,2022-05-01 09:01:16,10157513,29999972
40744,14691059,2022-05-01 09:01:24,774618,30000000
40745,14691060,2022-05-01 09:01:26,9252158,30029295
40746,14691061,2022-05-01 09:01:27,1741195,29999971
40747,14691062,2022-05-01 09:01:28,29987721,30000000
40748,14691063,2022-05-01 09:01:56,20967808,30000000
40749,14691064,2022-05-01 09:02:01,29530913,30000000
40750,14691065,2022-05-01 09:02:59,29661250,30000000
40751,14691066,2022-05-01 09:03:03,3712948,29970705
40752,14691067,2022-05-01 09:03:20,29986885,29999972
40753,14691068,2022-05-01 09:03:59,27422399,30000000
40754,14691069,2022-05-01 09:04:11,10863571,29970705
40755,14691070,2022-05-01 09:04:27,22752409,29999972
40756,14691071,2022-05-01 09:04:48,0,30000000
40757,14691072,2022-05-01 09:04:49,4016210,30029295
40758,14691073,2022-05-01 09:05:01,23808289,30000000
40759,14691074,2022-05-01 09:05:17,15089577,30000000
40760,14691075,2022-05-01 09:05:29,0,30000000
40761,14691076,2022-05-01 09:05:30,14797151,30029295
40762,14691077,2022-05-01 09:05:39,2346628,30000000
40763,14691078,2022-05-01 09:05:45,17041245,30000000
40764,14691079,2022-05-01 09:05:54,1618751,30000000
40765,14691080,2022-05-01 09:05:57,13626359,30000000
40766,14691081,2022-05-01 09:05:59,5231836,30000000
40767,14691082,2022-05-01 09:06:01,29980283,30000000
40768,14691083,2022-05-01 09:06:03,30026522,30029295
40769,14691084,2022-05-01 09:06:43,21888357,29999971
40770,14691085,2022-05-01 09:06:47,5556781,30000000
40771,14691086,2022-05-01 09:07:05,29982485,30000000
40772,14691087,2022-05-01 09:07:13,29998008,30000000
40773,14691088,2022-05-01 09:08:29,18235247,30000000
40774,14691089,2022-05-01 09:08:50,6972941,30000000
40775,14691090,2022-05-01 09:08:59,29999072,30000000
40776,14691091,2022-05-01 09:09:33,20691951,30000000
40777,14691092,2022-05-01 09:09:44,2345338,30029295
40778,14691093,2022-05-01 09:09:48,7406844,30000000
40779,14691094,2022-05-01 09:09:55,29988096,30000000
40780,14691095,2022-05-01 09:10:12,29989672,30000000
40781,14691096,2022-05-01 09:11:02,6265959,30000000
40782,14691097,2022-05-01 09:11:05,9675148,30029295
40783,14691098,2022-05-01 09:11:09,5048909,30058619
40784,14691099,2022-05-01 09:11:15,8539307,30029266
40785,14691100,2022-05-01 09:11:45,30055714,30058590
40786,14691101,2022-05-01 09:12:35,30019129,30029237
40787,14691102,2022-05-01 09:12:50,18135165,30000000
40788,14691103,2022-05-01 09:13:00,24321597,30000000
40789,14691104,2022-05-01 09:13:36,2058054,30029295
40790,14691105,2022-05-01 09:13:39,5544797,30058619
40791,14691106,2022-05-01 09:13:41,4452782,30029266
40792,14691107,2022-05-01 09:13:44,11057426,30058590
40793,14691108,2022-05-01 09:13:49,4299282,30029237
40794,14691109,2022-05-01 09:13:58,22884905,29999913
40795,14691110,2022-05-01 09:14:08,7968619,30000000
40796,14691111,2022-05-01 09:14:29,22895568,29970705
40797,14691112,2022-05-01 09:14:39,13157224,29999972
40798,14691113,2022-05-01 09:14:50,14687013,29970677
40799,14691114,2022-05-01 09:15:04,2606009,29999944
40500,14691115,2022-05-01 09:15:29,30015156,30029239
40501,14691116,2022-05-01 09:15:43,29990443,30000000
40502,14691117,2022-05-01 09:16:06,6969936,29970705
40503,14691118,2022-05-01 09:16:15,9826006,29999972
40504,14691119,2022-05-01 09:16:17,1557783,30000000
40505,14691120,2022-05-01 09:16:18,3987542,30000000
40506,14691121,2022-05-01 09:16:24,23257174,30029295
40507,14691122,2022-05-01 09:16:31,4420710,30000000
40508,14691123,2022-05-01 09:16:38,19133804,30029295
40509,14691124,2022-05-01 09:16:50,12544395,30000000
40510,14691125,2022-05-01 09:17:04,25532617,30000000
40511,14691126,2022-05-01 09:17:15,11515279,30000000
40512,14691127,2022-05-01 09:17:36,0,29970705
40513,14691128,2022-05-01 09:17:37,29990013,29999972
40514,14691129,2022-05-01 09:18:11,29999901,30000000
40515,14691130,2022-05-01 09:18:19,11062964,29970705
40516,14691131,2022-05-01 09:18:25,7161670,29999972
40517,14691132,2022-05-01 09:18:49,28793425,29970677
40518,14691133,2022-05-01 09:19:04,15210317,29999944
40519,14691134,2022-05-01 09:19:12,4348358,30000000
40520,14691135,2022-05-01 09:19:16,8198514,30000000
40521,14691136,2022-05-01 09:19:22,25022005,30000000
40522,14691137,2022-05-01 09:19:50,24167183,29970705
40523,14691138,2022-05-01 09:19:59,5490207,29999972
40524,14691139,2022-05-01 09:20:05,29953031,29970677
40525,14691140,2022-05-01 09:20:39,9970130,29999944
40526,14691141,2022-05-01 09:20:41,17721802,30029239
40527,14691142,2022-05-01 09:20:59,22834831,30000000
40528,14691143,2022-05-01 09:21:28,7749128,29970705
40529,14691144,2022-05-01 09:21:33,8443372,29999972
40530,14691145,2022-05-01 09:21:35,21222062,30000000
40531,14691146,2022-05-01 09:21:57,29968989,29970705
40532,14691147,2022-05-01 09:22:37,29922180,29941438
40533,14691148,2022-05-01 09:23:27,2400170,29970676
40534,14691149,2022-05-01 09:23:29,28431504,29999943
40535,14691150,2022-05-01 09:23:35,2737749,30000000
40536,14691151,2022-05-01 09:23:38,8859067,30000000
40537,14691152,2022-05-01 09:23:52,10119564,30000000
40538,14691153,2022-05-01 09:24:01,22744900,29970705
40539,14691154,2022-05-01 09:24:26,2020060,29999972
40540,14691155,2022-05-01 09:24:33,15362286,30029267
40541,14691156,2022-05-01 09:24:41,4552996,30058591
40542,14691157,2022-05-01 09:24:47,2132788,30029238
40543,14691158,2022-05-01 09:24:50,7149487,29999914
40544,14691159,2022-05-01 09:24:56,29979483,30000000
40545,14691160,2022-05-01 09:25:36,29981135,30000000
40546,14691161,2022-05-01 09:25:53,28244675,30029295
40547,14691162,2022-05-01 09:25:55,5198843,29999971
40548,14691163,2022-05-01 09:26:05,10713478,30029266
40549,14691164,2022-05-01 09:26:08,18971129,30000000
40550,14691165,2022-05-01 09:26:23,2014903,30000000
40551,14691166,2022-05-01 09:26:24,14787560,30000000
40552,14691167,2022-05-01 09:26:36,10704550,30029295
40553,14691168,2022-05-01 09:26:48,29992710,29999971
40554,14691169,2022-05-01 09:27:13,13283074,29970676
40555,14691170,2022-05-01 09:27:22,19038437,29999943
40556,14691171,2022-05-01 09:27:39,16419872,30029238
40557,14691172,2022-05-01 09:27:51,29969475,30000000
40558,14691173,2022-05-01 09:28:50,29984794,30000000
40559,14691174,2022-05-01 09:29:22,1484912,30000000
40560,14691175,2022-05-01 09:29:33,30013027,30029295
40561,14691176,2022-05-01 09:29:35,1955744,29999971
